Filename;CT;T
hl 2017-06-18 23-36-19-01.png;0;0
hl 2017-06-18 23-36-20-01.png;0;0
hl 2017-06-18 23-36-24-01.png;0;0
hl 2017-06-18 23-36-25-01.png;0;0
hl 2017-06-18 23-36-26-01.png;0;0
hl 2017-06-18 23-36-27-01.png;0;0
hl 2017-06-18 23-36-28-01.png;0;0
hl 2017-06-18 23-36-29-01.png;0;0
hl 2017-06-18 23-36-30-01.png;0;1
hl 2017-06-18 23-36-31-01.png;0;0
hl 2017-06-18 23-36-32-01.png;0;0
hl 2017-06-18 23-36-33-01.png;0;0
hl 2017-06-18 23-36-34-01.png;0;0
hl 2017-06-18 23-36-35-01.png;0;0
hl 2017-06-18 23-36-36-01.png;0;1
hl 2017-06-18 23-36-37-01.png;0;0
hl 2017-06-18 23-36-38-01.png;0;0
hl 2017-06-18 23-36-39-01.png;1;0
hl 2017-06-18 23-36-40-01.png;0;0
hl 2017-06-18 23-36-41-01.png;0;0
hl 2017-06-18 23-36-42-01.png;1;0
hl 2017-06-18 23-36-43-01.png;1;0
hl 2017-06-18 23-36-44-01.png;1;0
hl 2017-06-18 23-36-45-01.png;0;0
hl 2017-06-18 23-36-46-01.png;0;0
hl 2017-06-18 23-36-47-01.png;0;0
hl 2017-06-18 23-36-48-01.png;0;0
hl 2017-06-18 23-36-49-01.png;0;1
hl 2017-06-18 23-36-50-01.png;0;0
hl 2017-06-18 23-36-51-01.png;0;0
hl 2017-06-18 23-36-52-01.png;0;0
hl 2017-06-18 23-36-53-01.png;0;0
hl 2017-06-18 23-36-54-01.png;0;0
hl 2017-06-18 23-36-55-01.png;0;1
hl 2017-06-18 23-36-56-01.png;1;0
hl 2017-06-18 23-36-57-01.png;0;1
hl 2017-06-18 23-36-58-01.png;0;0
hl 2017-06-18 23-36-59-01.png;0;0
hl 2017-06-18 23-37-00-01.png;0;1
hl 2017-06-18 23-37-01-01.png;0;0
hl 2017-06-18 23-37-02-01.png;0;0
hl 2017-06-18 23-37-03-01.png;0;0
hl 2017-06-18 23-37-04-01.png;0;0
hl 2017-06-18 23-37-05-01.png;0;0
hl 2017-06-18 23-37-06-01.png;0;1
hl 2017-06-18 23-37-07-01.png;0;0
hl 2017-06-18 23-37-08-01.png;0;1
hl 2017-06-18 23-37-09-01.png;0;1
hl 2017-06-18 23-37-10-01.png;0;1
hl 2017-06-18 23-37-11-01.png;0;1
hl 2017-06-18 23-37-12-01.png;0;0
hl 2017-06-18 23-37-13-01.png;0;0
hl 2017-06-18 23-37-14-01.png;0;0
hl 2017-06-18 23-37-15-01.png;0;0
hl 2017-06-18 23-37-16-01.png;1;0
hl 2017-06-18 23-37-17-01.png;1;0
hl 2017-06-18 23-37-18-01.png;1;0
hl 2017-06-18 23-37-20-01.png;1;0
hl 2017-06-18 23-37-21-01.png;1;0
hl 2017-06-18 23-37-22-01.png;1;0
hl 2017-06-18 23-37-23-01.png;1;0
hl 2017-06-18 23-37-24-01.png;0;0
hl 2017-06-18 23-37-25-01.png;0;0
hl 2017-06-18 23-37-26-01.png;0;0
hl 2017-06-18 23-37-27-02.png;0;0
hl 2017-06-18 23-37-28-01.png;0;0
hl 2017-06-18 23-37-29-01.png;0;0
hl 2017-06-18 23-37-30-01.png;0;0
hl 2017-06-18 23-37-31-01.png;0;0
hl 2017-06-18 23-37-32-01.png;0;0
hl 2017-06-18 23-37-33-01.png;0;0
hl 2017-06-18 23-37-34-01.png;0;0
hl 2017-06-18 23-37-35-01.png;0;0
hl 2017-06-18 23-37-36-01.png;0;0
hl 2017-06-18 23-37-37-01.png;0;1
hl 2017-06-18 23-37-38-01.png;0;1
hl 2017-06-18 23-37-39-01.png;0;0
hl 2017-06-18 23-37-40-01.png;0;1
hl 2017-06-18 23-37-41-01.png;0;1
hl 2017-06-18 23-37-42-01.png;0;1
hl 2017-06-18 23-37-43-01.png;0;0
hl 2017-06-18 23-37-44-01.png;0;0
hl 2017-06-18 23-37-45-01.png;0;1
hl 2017-06-18 23-37-46-01.png;0;1
hl 2017-06-18 23-37-47-01.png;0;1
hl 2017-06-18 23-37-48-01.png;0;1
hl 2017-06-18 23-37-49-01.png;0;0
hl 2017-06-18 23-37-50-01.png;0;0
hl 2017-06-18 23-37-51-01.png;0;1
hl 2017-06-18 23-38-07-01.png;0;1
hl 2017-06-18 23-38-10-01.png;0;1
hl 2017-06-18 23-38-11-01.png;0;1
hl 2017-06-18 23-38-12-01.png;0;1
hl 2017-06-18 23-38-13-01.png;0;1
hl 2017-06-18 23-38-14-01.png;0;1
hl 2017-06-18 23-38-15-01.png;0;1
hl 2017-06-18 23-38-16-01.png;0;1
hl 2017-06-18 23-38-17-01.png;0;1
hl 2017-06-18 23-38-18-01.png;0;0
hl 2017-06-18 23-38-19-01.png;0;0
hl 2017-06-18 23-38-20-01.png;0;1
hl 2017-06-18 23-38-21-01.png;0;1
hl 2017-06-18 23-38-22-01.png;0;1
hl 2017-06-18 23-38-23-01.png;0;1
hl 2017-06-18 23-38-24-01.png;0;1
hl 2017-06-18 23-38-25-01.png;0;1
hl 2017-06-18 23-38-26-01.png;0;1
hl 2017-06-18 23-38-27-01.png;0;1
hl 2017-06-18 23-38-28-01.png;0;1
hl 2017-06-18 23-38-29-01.png;0;1
hl 2017-06-18 23-38-30-01.png;0;1
hl 2017-06-18 23-38-31-01.png;0;0
hl 2017-06-18 23-38-32-01.png;0;0
hl 2017-06-18 23-38-33-01.png;0;0
hl 2017-06-18 23-38-34-01.png;0;0
hl 2017-06-18 23-38-35-01.png;0;1
hl 2017-06-18 23-38-36-01.png;0;1
hl 2017-06-18 23-38-37-01.png;0;1
hl 2017-06-18 23-38-38-01.png;0;1
hl 2017-06-18 23-38-39-01.png;0;1
hl 2017-06-18 23-38-40-01.png;0;1
hl 2017-06-18 23-38-41-01.png;0;1
hl 2017-06-18 23-38-42-01.png;0;0
hl 2017-06-18 23-38-43-01.png;0;0
hl 2017-06-18 23-38-44-01.png;0;0
hl 2017-06-18 23-38-45-01.png;0;1
hl 2017-06-18 23-38-46-01.png;0;1
hl 2017-06-18 23-38-47-01.png;0;1
hl 2017-06-18 23-38-48-01.png;0;0
hl 2017-06-18 23-38-49-01.png;1;0
hl 2017-06-18 23-38-50-01.png;1;0
hl 2017-06-18 23-38-51-01.png;1;0
hl 2017-06-18 23-38-52-01.png;1;1
hl 2017-06-18 23-38-53-01.png;1;1
hl 2017-06-18 23-38-54-01.png;1;1
hl 2017-06-18 23-38-55-01.png;1;1
hl 2017-06-18 23-38-56-01.png;1;1
hl 2017-06-18 23-38-57-02.png;1;1
hl 2017-06-18 23-38-58-01.png;1;1
hl 2017-06-18 23-38-59-01.png;0;1
hl 2017-06-18 23-39-00-01.png;1;0
hl 2017-06-18 23-39-01-01.png;0;0
hl 2017-06-18 23-39-02-01.png;0;0
hl 2017-06-18 23-39-03-01.png;0;0
hl 2017-06-18 23-39-04-01.png;0;0
hl 2017-06-18 23-39-05-01.png;1;0
